Language,URL,Released Year,Programming Paradigm,Computational Class,Usability,Technical Characteristics,Specific Language Types or Features,Abstract
Tock,https://esolangs.org/wiki/Tock,2021,,turing complete,output only; implemented,,languages,"Tock is an esolang/model of computation created by User:Silver. The name is because it puts a lot of focus on working in discrete steps, and Tick was taken."
Numbers,https://esolangs.org/wiki/Numbers,2021,,turing complete,implemented,stack-based,languages,"Numbers is an esoteric programming language created by User:Xorol. The main gimmick is that all of the commands (with some exceptions) are numbers. It uses two stacks, but only one can be used at a time."
Gödelang,https://esolangs.org/wiki/Gödelang,,,turing complete,implemented,,languages; brainfuck derivatives,"Gödelang is an esolang created by User:TJC games. It's based off of Gödel numbering, and it's just another Brain**** clone."
Tack,https://esolangs.org/wiki/Tack,2021,,turing complete,unimplemented,stack-based,languages,"Tack is an esoteric programming language, with only one symbol: !. Tack was made by User: AmNow."
Inse,https://esolangs.org/wiki/Inse,,,,implemented,,languages,Inse is an esoteric programming language where code can be stored in memory as strings and can be run later. Its syntax is similar to BASIC where a command is followed by a space and then the arguments. Inse commands end with a period.
ISEW2C,https://esolangs.org/wiki/ISEW2C,,,,,,languages,"ISEW2C (It Is Esolang With 2 Commands) is an esolang for imitating a Turing machine, comprehending merely two commands, and invented by the User:ChuckEsoteric08!"
Woodchuck,https://esolangs.org/wiki/Woodchuck,2021,,turing complete; turing tarpits,output only; implemented,,languages; brainfuck derivatives,"Woodchuck is a brainfuck derivative by User:Rdococ. Instead of the memory model being an infinite tape of numbers, it is an unlabelled binary tree."
Pith,https://esolangs.org/wiki/Pith,2021,,turing complete,implemented,stack-based,languages; high-level,"pith is a 3-stack esolang themed around vectors, designed by User:ZippyMagician."
Calligulan Assembly,https://esolangs.org/wiki/Calligulan Assembly,2021,,unknown computational class,implemented,,languages; low-level,Calligulan Assembly is an esoteric programming language created by User:ArthroStar11 that is written entirely in Roman Numerals
Ark,https://esolangs.org/wiki/Ark,,,,implemented,,languages,"note: when printing a string like this: !B !L !A !H, you must put a space in between each instruction."
Tsaf,https://esolangs.org/wiki/Tsaf,,,,implemented,,languages,tsaf is the esolang version of fast.
Repetition Legitimizes,https://esolangs.org/wiki/Repetition Legitimizes,2021,,,,,low-level; joke languages,"Repetition Legitimizes is a joke esolang created by Larho#9031 with only 2 commands. It has a memory of infinite cells that overflow once the value in them goes over 255. Once the program ends, it will print the entire memory as ASCII characters."
StairCase,https://esolangs.org/wiki/StairCase,2021,,turing complete,implemented,cell-based,languages; low-level; thematic,Esoteric programming language created recreationally to just add one more weird language to Esolangs and learn a little bit about creating NPM packages and publishing them
TextGarbage,https://esolangs.org/wiki/TextGarbage,,,,implemented,,languages,TextGarbage (previously named Gibberish but that's already taken) is an esoteric programming language created by User:Dominicentek. It's commands are only 1 character long making the code look like gibberish.
Back Alley,https://esolangs.org/wiki/Back Alley,,,,implemented,,languages; thematic,"Have you ever wanted to worry about your program getting jumped by a criminal?
Ever wanted to juggle programming with constantly not getting arrested?"
IWANNADIE,https://esolangs.org/wiki/IWANNADIE,2021,,,implemented,,languages,"IWANNADIE or IWD is an esoteric programming language created in 2021 by Antikore written in python, and it was inspired by assembly code and bash, with the goal to be as confusing as possible but avoiding the use of arbitrary letters and characters to do stuff. All programs must end with the command die, which is used to close the program. 
It's name comes from the concept that, if anyone uses this language, they don't love themselves pretty much."
MCBlocks,https://esolangs.org/wiki/MCBlocks,2021,,,implemented,stack-based; multi-dimensional languages,languages,"MCBlocks is a three dimensional esoteric programming language created by User:Dominicentek. It's code is written as a build in a Minecraft world with each block representing a command that the interpreter follows. The interpreter accepts .nbt files exported by Structure Blocks. The command pointer starts at XYZ 0 0 0 of the structure moving in X+ direction. Because of the Structure Block limit, each program is limited to 48x48x48 grid."
LCode,https://esolangs.org/wiki/LCode,,,,implemented,,languages,"LCode (aka LoserCode) is a ""coding language"" made by User:Nitrogen_Dioxide as a joke.
The ""official"" interpreter is made in C#."
Backrooms,https://esolangs.org/wiki/Backrooms,2021,,turing complete,implemented,cell-based,languages; low-level,"backrooms uses a 3D memory space that holds a single Extended ASCII character per room “cell”.
It has 10 registers and 2 built in stacks per conscious ""thread"". Rules “instructions” can be more than one character long.
It also has 5 data types that can be used with the registers and stacks.
Data can be stored across multiple rooms and can be read as instructions during run-time or be re-read into data."
LOLSUS,https://esolangs.org/wiki/LOLSUS,,,,unimplemented,,languages,
ReadWrite,https://esolangs.org/wiki/ReadWrite,2021,,,implemented,,languages,ReadWrite is an esoteric programming language written by User:Dominicentek. It only has 2 instructions. Reading from memory or writing to memory.
IncLoop,https://esolangs.org/wiki/IncLoop,2021,,,total; no io; unusable for programming; implemented,,languages,IncLoop in a programming language designed to have short programs that might never halt if you run it on a real computer though theoretically an infinite loop is impossible
Headass,https://esolangs.org/wiki/Headass,2021,,turing complete,implemented,,languages,Headass is an esoteric programming language by TheJonyMyster.
Unhaltingfuck,https://esolangs.org/wiki/Unhaltingfuck,2021,,,,cell-based,languages; brainfuck derivatives,"UnHaltingFuck is a language very much like Brainfuck, with one key difference: instead of loops stopping when the value in the current cell is zero, they stop when the value in the current cell is the Gödel number of an UnHaltingFuck program that doesn't halt. The specific Gödel encoding is not specified since it doesn't affect any interesting properties of the language."
Haltingfuck,https://esolangs.org/wiki/Haltingfuck,2021,,,,cell-based,languages; brainfuck derivatives,"HaltingFuck is a language very much like Brainfuck, with one key difference: instead of loops stopping when the value in the current cell is zero, they stop when the value in the current cell is the Gödel number of a HaltingFuck program that halts. The specific Gödel encoding is not specified since it doesn't affect any interesting properties of the language."
AsciiFunc,https://esolangs.org/wiki/AsciiFunc,2021,,,implemented,,languages; high-level,"AsciiFunc is an esoteric programming language, developed by Ucrash and DexterHill0. It consists of 19 commands, each represented with it's own ascii character (Example: $, #, etc). Commands can also have arguments, that can either be identifiers, numbers, booleans, strings or pointers. Commands also cannot be put inside each other, they have to be followed one after another. The language mostly ignores whitespaces and indentation, apart from these rules: there has to be no whitespace between the command character and the corresponding opening parenthesis; there has to be whitespace between commands."
SussyLang,https://esolangs.org/wiki/SussyLang,,,,implemented,stack-based,languages,SussyLang is a stack based esolang for all my bakas 🥵️
Cpy,https://esolangs.org/wiki/Cpy,2021,,turing complete; turing tarpits,implemented,cell-based,languages,cpy (from memcpy) is a Turing tarpit designed by User:ZippyMagician.
Todo,https://esolangs.org/wiki/Todo,2021,,unknown computational class,unimplemented,queue-based,languages,"Todo is an esoteric programming language made by thejonymyster, where functions are called from a queue. Functions are defined and subsequently added to the queue, and can be called when on the top of the queue. The function which defines functions (function 0) is also on the queue. The program starts with only function 0 on the queue, and the variable 0 defined as the value 0."
Functionality,https://esolangs.org/wiki/Functionality,2021,,turing complete,unimplemented,,languages,Functionality is an esoteric programming language written by User:Dominicentek with the goal being having the most functionality as possible.
Heck,https://esolangs.org/wiki/Heck,2021,,turing complete,implemented,stack-based,languages,
Smileyface,https://esolangs.org/wiki/Smileyface,,,,implemented,cell-based,languages,":) is an esolang created by User:Martsadas that only uses smileys

Valid tokens are :), :P, :], :>, :D, and :O."
NoCode,https://esolangs.org/wiki/NoCode,,,,implemented; unusable for programming,,languages,NoCode is an esoteric programming language written by User:Dominicentek. It doesn't have any source code.
Sokolang,https://esolangs.org/wiki/Sokolang,2021,,,,stack-based,languages,Sokolang is a programming language created by FLeckami that use Sokoban gameplay to execute commands.
